id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
1560,1872,no,0.5,not,5,1,26,0.5,172,4,10,672,1088,2273,8,4,8,Yes,0,yes,0
1561,1076,no,2.3,yes,0,1,14,0.7,191,5,0,1088,1718,2355,17,16,2,yes,1,yes,0
1562,1325,no,1.9,no,2,0,50,0.1,146,1,10,499,695,2328,17,10,2,yes,0,NO,0
1563,911,yes,2.2,yes,1,1,28,0.5,182,2,2,157,763,2638,8,4,13,Yes,1,yes,0
1564,1273,yes,0.7,No,1,0,23,0.6,178,6,14,485,1399,558,8,5,13,yes,0,no,0
1565,1062,no,0.5,No,3,1,39,0.9,124,4,4,571,817,1345,16,0,11,yes,0,yes,0
1566,1317,No,1.5,Not,6,0,12,0.1,154,2,9,431,542,425,7,0,11,yes,1,yes,0
1567,940,no,2.9,No,0,0,16,0.7,115,4,1,499,1090,2192,15,13,9,Has,1,yes,0
1568,729,yes,2,no,0,0,14,0.6,135,6,2,563,1055,3397,19,15,17,Yes,0,Has,0
1569,1494,NO,2.4,no,6,1,3,0.9,93,7,17,944,1003,1208,14,13,17,yes,1,no,0
1570,1546,has,1.6,Yes,2,1,27,0.7,124,2,6,1138,1491,267,12,10,16,YES,1,no,0
1571,1253,No,0.7,no,0,1,34,0.9,113,4,10,161,647,3518,7,3,8,yes,1,Yes,1
1572,895,no,0.5,yes,6,0,16,0.3,164,8,14,126,1575,3122,7,0,4,not,0,Yes,0
1573,793,yes,1.9,yes,0,1,43,0.3,124,8,2,15,1196,1050,11,9,3,yes,1,yes,0
1574,1628,Yes,1.8,yes,11,0,56,0.1,136,2,13,500,1713,3358,17,11,12,yes,1,YES,1
1575,625,No,2.7,Yes,2,0,42,0.8,138,8,3,203,1771,2929,10,4,17,yes,0,No,0
1576,1110,no,1.5,no,2,1,12,0.3,153,8,5,961,1950,624,9,7,15,yes,0,no,0
1577,999,no,1.7,no,6,0,49,0.6,132,1,17,608,1970,1598,7,0,8,No,1,no,0
1578,1856,no,0.5,yes,0,1,24,0.1,155,5,1,277,1155,2052,17,6,10,yes,1,no,0
1579,1715,no,2.6,YES,9,1,15,0.6,120,6,20,114,1849,1249,16,2,4,Yes,1,no,0
1580,1897,Yes,1.9,no,2,1,54,0.3,154,2,7,630,738,412,17,11,2,yes,0,no,0
1581,1202,yes,2.4,yes,0,0,19,0.1,122,2,1,404,1742,595,19,0,3,no,0,no,0
1582,1171,Yes,1.7,yes,2,0,19,0.3,167,7,19,248,755,263,6,5,8,no,0,no,0
1583,964,no,2,no,0,1,22,0.7,86,8,0,225,1234,2577,17,16,5,yes,1,no,0
1584,1973,yes,2.4,yes,6,0,46,0.1,193,4,10,699,851,639,6,0,3,no,0,yes,0
1585,1992,Yes,0.6,yes,11,0,2,0.1,141,1,14,649,895,3206,10,9,10,yes,1,No,1
1586,546,yes,2.6,yes,5,0,26,1,159,5,15,416,1658,1550,7,2,3,no,1,no,0
1587,1093,no,0.5,no,1,1,31,0.6,171,2,12,1310,1420,1646,12,0,6,Yes,1,no,0
1588,1880,Has,2,no,11,0,35,0.1,200,4,14,930,1983,1930,17,7,15,NO,1,no,0
1589,1765,no,1.1,no,3,0,11,0.7,87,2,7,835,1175,3695,6,5,18,yes,0,no,1
1590,1640,no,0.5,yes,1,1,36,0.9,87,8,11,664,1806,3235,6,1,10,yes,0,YES,1
1591,1830,no,0.5,No,0,0,7,0.9,191,6,12,460,1583,2334,8,7,14,no,1,not,0
1592,826,no,0.6,no,3,0,62,0.7,187,4,19,778,1615,1998,17,4,17,no,0,No,0
1593,1864,no,2.2,no,0,1,7,0.1,142,1,2,225,1545,2258,10,1,10,yes,0,No,0
1594,586,yes,0.6,No,16,1,42,0.3,121,7,17,785,1118,1869,12,2,7,YES,1,YES,0
1595,1206,no,3,yes,10,1,30,0.6,127,3,13,1581,1713,1825,7,1,4,YES,0,YES,0
1596,832,yes,0.5,yes,1,1,5,0.1,165,5,2,9,1944,3946,12,5,14,yes,1,Has,1
1597,848,YES,2.8,no,1,0,8,0.1,103,7,3,7,1294,436,10,6,15,yes,1,yes,0
1598,1851,no,2.9,no,0,0,53,0.7,112,6,2,174,1175,2678,6,0,8,Has,0,no,0
1599,1166,yes,0.5,no,7,0,59,0.5,80,1,11,437,638,3887,8,6,7,has,0,yes,1
1600,1776,yes,2.1,yes,10,0,35,0.1,172,4,16,278,623,1813,16,13,20,Yes,1,yes,0
1601,1254,yes,1.2,no,2,1,27,0.2,134,2,10,1288,1372,817,14,1,16,yes,1,yes,0
1602,1494,no,1.6,yes,4,1,24,0.2,101,1,17,979,1190,3614,15,12,9,yes,0,not,1
1603,984,yes,2.2,Yes,0,1,39,0.5,119,8,18,56,1931,2013,11,7,16,yes,1,No,0
1604,1179,YES,0.8,no,1,0,5,0.9,154,5,17,913,1429,543,8,7,18,NO,0,has,0
1605,513,no,1.9,no,8,0,27,0.4,174,8,13,282,710,3400,16,6,13,NO,1,Yes,0
1606,557,no,0.5,yes,3,0,17,0.2,89,6,4,322,710,2623,17,16,16,no,0,no,0
1607,744,no,1.7,yes,0,1,33,0.5,105,4,2,1252,1963,2700,9,3,19,yes,0,NO,0
1608,1129,YES,0.8,yes,9,1,21,0.6,116,2,10,1128,1702,1400,11,0,13,yes,1,NO,0
1609,1148,no,2.3,has,0,1,58,0.3,170,5,20,606,688,3127,10,7,11,yes,0,no,0
1610,1793,no,2.7,NO,12,1,44,0.7,175,5,17,655,1459,2803,19,9,6,YES,1,yes,1
1611,1310,NO,2.3,yes,3,0,15,0.2,150,5,11,954,970,2518,18,17,5,NO,1,yes,0
1612,1604,no,1.2,not,1,0,6,0.5,191,6,15,68,1042,3564,7,2,2,has,1,no,1
1613,1676,no,1.6,no,2,0,37,0.2,145,1,3,134,1197,2515,14,8,4,yes,0,Yes,0
1614,1001,Not,2.8,yes,1,0,40,0.2,117,3,7,922,1836,3654,13,9,10,yes,1,Yes,1
1615,1086,no,2.7,no,0,1,24,0.1,135,8,19,1874,1976,3930,17,1,18,yes,1,yes,1
1616,1986,Yes,0.5,YES,7,1,39,0.1,89,7,19,251,599,3476,11,8,17,Yes,1,no,1
1617,634,yes,0.8,no,5,0,41,0.2,192,1,12,1362,1853,3242,18,11,4,yes,0,yes,1
1618,502,No,0.8,no,7,0,52,1,82,6,8,281,1159,2666,5,4,20,yes,1,NO,0
1619,1641,no,1.1,NO,6,0,48,0.7,97,8,7,224,1994,1695,13,6,17,yes,0,has,0
1620,623,no,1.4,has,0,1,15,0.2,189,3,1,778,844,3510,14,4,18,Has,0,Yes,0
1621,962,yes,1.1,yes,3,0,17,0.1,161,8,20,546,1424,3438,14,3,20,no,0,no,1
1622,1057,yes,2.7,no,3,1,41,0.1,97,4,10,397,891,2033,16,9,2,yes,1,No,0
1623,1862,Not,1.5,not,1,0,62,1,182,1,2,386,1046,1017,11,3,9,yes,0,no,0
1624,555,yes,3,yes,5,1,38,0.8,193,2,10,214,1970,1686,8,1,8,Yes,0,has,0
1625,1000,No,2.7,no,1,1,58,1,135,5,12,461,833,862,7,0,20,yes,0,no,0
1626,841,no,0.5,no,6,1,11,0.3,81,5,14,125,675,957,6,5,11,yes,1,no,0
1627,865,No,2.9,no,5,0,16,0.1,89,4,12,335,1009,3494,13,3,14,No,0,yes,1
1628,999,No,2.6,Yes,11,1,56,1,165,4,13,342,1641,3083,8,4,11,YES,1,yes,0
1629,1232,NO,1.2,No,12,0,30,0.9,131,6,14,625,761,1656,8,4,15,yes,1,Yes,0
1630,1194,no,2.3,no,6,1,34,0.2,165,2,12,494,509,313,15,1,19,yes,1,no,0
1631,612,YES,0.5,YES,1,1,20,0.8,179,8,6,1145,1487,3282,16,2,18,Yes,1,yes,1
1632,1362,yes,2.9,no,0,0,47,0.5,186,6,4,600,1042,3629,19,17,5,No,1,yes,1
1633,1469,no,1.7,yes,11,1,44,0.5,169,2,14,484,711,1687,15,5,5,yes,1,yes,0
1634,986,yes,0.8,No,13,1,28,0.8,182,4,20,199,679,1149,8,7,18,yes,1,no,0
1635,1843,no,2.8,No,1,1,62,0.8,104,3,7,21,832,3899,5,4,6,Yes,0,Yes,1
1636,1561,no,0.5,yes,10,1,4,0.5,134,2,13,885,1811,1783,13,12,10,Has,1,no,0
1637,1695,yes,0.5,yes,2,1,47,0.5,189,5,13,308,1208,1629,8,6,11,yes,1,no,0
1638,667,no,2.6,yes,3,0,8,0.8,185,1,7,1015,1947,2528,11,8,8,no,1,NO,0
1639,1768,Has,2,no,0,1,2,0.8,88,7,2,1303,1814,3256,9,6,5,Yes,1,no,1
1640,1269,yes,2.8,Has,16,0,41,1,180,8,17,406,1036,2341,10,9,16,No,0,Yes,0
1641,1109,yes,2.8,yes,6,0,57,0.9,151,1,12,124,833,2785,15,10,16,has,0,no,0
1642,936,no,0.5,YES,14,1,14,0.1,164,3,17,150,1677,3761,13,1,12,has,0,No,1
1643,1713,yes,2,no,9,1,5,0.7,199,6,16,108,1963,1513,15,6,2,yes,0,yes,0
1644,1175,yes,1.7,yes,1,1,45,0.6,167,2,7,90,557,2240,10,6,5,yes,1,no,0
1645,1940,yes,1,yes,0,1,5,0.2,194,4,1,588,1809,820,19,18,3,yes,1,yes,0
1646,855,yes,0.5,no,2,1,59,0.5,159,2,3,1028,1196,1875,16,8,8,yes,1,Yes,0
1647,771,yes,0.5,yes,0,1,33,0.1,157,3,17,776,1247,920,16,2,10,yes,1,YES,0
1648,645,no,2.5,no,10,1,63,1,174,4,14,278,584,3615,18,8,13,yes,0,Yes,0
1649,1307,no,1.8,no,2,0,7,0.6,88,7,3,897,1103,1412,16,9,5,NO,0,Yes,0
1650,1948,no,2.9,yes,4,0,5,0.2,136,1,13,651,700,361,6,1,10,Not,1,not,0
1651,1509,NO,0.6,yes,5,0,50,0.3,81,4,8,1010,1684,1540,12,8,3,Yes,1,no,0
1652,626,yes,2.8,yes,3,1,11,0.8,109,2,9,737,1759,1077,6,1,4,Has,0,Has,0
1653,1190,NO,2,yes,0,0,40,0.2,93,5,1,1399,1646,3610,13,7,9,No,0,yes,1
1654,1727,has,2.1,yes,10,0,57,0.3,158,6,18,376,1288,512,5,2,6,no,0,no,0
1655,1670,yes,3,NO,14,0,62,0.5,114,8,20,1117,1330,3024,6,0,20,No,0,yes,1
1656,1150,yes,0.5,yes,4,1,27,1,134,1,17,234,1947,1610,11,0,16,Yes,0,no,0
1657,1208,no,2.9,No,5,1,16,1,175,1,19,691,1028,2201,17,16,12,Yes,0,No,0
1658,1812,yes,1.3,Yes,4,1,42,1,162,7,15,380,1550,3338,18,13,11,has,1,yes,1
1659,770,yes,1.5,has,6,0,61,0.2,196,4,9,603,1483,3473,7,3,4,no,0,Yes,1
1660,1559,Has,1.3,yes,10,1,10,0.3,114,8,17,117,681,2203,7,5,15,yes,1,yes,0
1661,1902,no,0.5,no,10,0,13,0.2,155,4,11,766,877,940,14,10,15,yes,1,no,0
1662,1751,NO,2.5,no,1,0,4,0.6,146,8,9,1499,1952,1155,19,14,12,no,1,yes,0
1663,1416,yes,1.8,yes,0,0,20,0.1,93,4,0,1175,1578,3872,10,2,7,no,0,yes,1
1664,1288,no,0.5,has,3,1,61,0.2,115,6,6,988,1503,1882,16,6,10,yes,0,yes,0
1665,1003,yes,2.9,No,16,1,16,0.6,119,8,19,190,1905,1798,16,7,10,has,0,no,0
1666,1715,yes,0.5,has,1,1,18,0.1,96,6,3,674,1375,2598,17,2,3,Yes,0,Not,1
1667,1967,no,0.5,no,0,1,46,0.6,199,1,7,518,1374,1567,15,2,7,yes,1,no,0
1668,962,no,1,yes,14,0,2,0.9,125,1,20,1618,1916,1491,16,2,14,Yes,0,no,0
1669,1487,Not,1.5,NO,5,1,42,0.8,120,2,7,857,989,2003,12,4,3,yes,0,no,0
1670,1569,yes,1.6,yes,4,1,54,0.9,190,4,6,371,665,3905,6,2,4,Has,0,no,1
1671,1146,no,3,no,5,1,57,0.4,111,5,10,73,583,291,19,9,11,yes,1,Yes,0
1672,1379,yes,1.5,No,6,1,9,0.8,118,8,13,98,755,1693,11,4,18,yes,0,YES,0
1673,1504,no,1.9,yes,7,1,25,0.3,152,4,9,395,1853,1788,13,11,13,yes,0,yes,0
1674,1945,no,1.2,no,3,0,26,0.7,112,6,5,1064,1540,3322,18,7,20,no,0,YES,1
1675,1630,yes,2.8,Has,0,1,32,0.9,80,6,1,712,1726,1751,12,10,20,Yes,0,yes,0
1676,1125,Yes,2.7,no,10,0,23,0.4,117,1,14,774,939,1641,14,8,12,yes,1,no,0
1677,614,has,0.7,no,4,1,51,0.1,178,7,7,1012,1040,2854,10,7,12,YES,0,yes,0
1678,854,no,1,no,5,1,17,0.9,101,4,9,730,1148,3115,7,0,2,has,0,NO,0
1679,1470,Yes,1.7,yes,6,0,45,0.1,121,1,9,777,1090,3259,10,1,14,yes,0,yes,1
1680,1826,YES,0.5,Yes,5,1,49,0.6,172,8,6,973,1633,1612,17,9,17,Yes,1,no,0
1681,807,yes,0.5,Yes,0,0,37,0.2,127,4,0,245,829,2319,5,4,4,no,0,no,0
1682,1996,yes,2.8,yes,0,1,7,0.1,138,5,4,937,1083,1258,17,14,16,yes,0,NO,0
1683,1083,yes,2,NO,3,0,41,0.7,158,5,5,937,1164,1543,18,3,10,no,0,yes,0
1684,1035,no,0.5,Yes,14,1,49,0.3,178,2,15,574,1171,3991,12,4,19,YES,0,no,1
1685,1521,yes,1.6,no,5,1,62,0.3,143,1,9,678,1630,3555,5,2,19,yes,0,no,1
1686,1314,yes,2.8,yes,13,1,5,1,87,4,18,82,512,3411,17,16,18,yes,0,no,1
1687,535,no,1.9,NO,5,0,24,0.2,190,8,19,398,1775,524,9,3,4,Not,0,NO,0
1688,673,yes,1.9,no,13,1,35,0.4,142,6,14,1096,1570,3541,18,17,4,yes,0,yes,1
1689,1219,no,1.6,yes,5,0,4,0.3,169,6,7,1419,1698,1998,9,2,4,NO,0,No,0
1690,1606,YES,0.5,Yes,0,1,33,0.9,200,5,0,157,770,3437,11,1,2,YES,0,no,1
1691,1603,yes,0.5,Yes,1,1,17,0.5,114,2,8,430,1207,1637,17,3,11,yes,0,yes,0
1692,1958,no,0.5,no,6,1,52,0.4,153,1,14,1524,1848,3064,7,6,3,yes,0,no,1
1693,695,no,0.5,no,18,1,12,0.6,196,2,19,1649,1829,2855,16,13,7,Yes,1,YES,0
1694,1441,no,0.6,YES,0,1,53,0.5,106,1,12,254,954,1393,9,4,4,yes,1,YES,0
1695,1470,no,2.2,yes,4,1,33,0.4,138,7,10,1790,1988,1633,18,4,4,Yes,0,no,0
1696,1890,no,1.1,NO,4,1,48,0.5,127,4,5,1438,1832,2392,10,4,15,yes,0,Yes,1
1697,1152,yes,2.1,YES,0,1,26,0.3,82,2,0,1304,1673,3284,15,2,8,yes,0,Has,1
1698,1619,yes,0.9,no,3,0,20,0.9,117,6,9,813,1180,464,7,5,16,yes,0,has,0
1699,1002,yes,1.8,NO,1,0,45,0.7,180,7,7,948,1007,1234,19,13,18,Yes,1,No,0
1700,742,Yes,0.5,no,0,1,36,0.7,139,3,1,1161,1288,292,8,0,6,Yes,1,YES,0
1701,1306,yes,2.1,yes,2,1,33,0.4,174,3,9,867,1258,2521,6,5,16,has,0,no,0
1702,1424,YES,2.9,yes,0,0,20,0.6,180,5,0,181,1199,2658,15,0,19,YES,0,no,0
1703,942,No,1.4,yes,8,0,27,0.5,91,4,9,754,1532,587,6,3,13,no,1,yes,0
1704,1934,Yes,2.7,NO,8,1,2,0.1,118,4,16,242,1127,2190,18,1,9,Yes,0,yes,0
1705,1290,yes,1.4,yes,19,1,35,0.3,110,4,20,405,742,879,16,2,8,yes,0,no,0
1706,930,no,2.1,YES,0,0,54,0.9,80,1,13,1569,1763,1743,7,1,9,Not,1,no,0
1707,1699,Yes,0.5,no,16,0,21,0.1,156,4,20,105,1099,1181,16,0,18,yes,1,NO,0
1708,1849,yes,0.5,NO,1,0,29,0.5,181,7,12,978,1986,3330,14,4,15,yes,0,yes,1
1709,1922,no,0.5,no,15,1,42,0.6,153,8,16,725,1882,3564,12,1,17,YES,0,no,1
1710,548,NO,1,yes,0,1,56,0.4,146,4,14,657,1657,562,17,14,8,yes,1,yes,0
1711,916,yes,0.5,no,0,1,47,0.2,82,4,1,1147,1393,1659,11,10,11,Has,1,no,0
1712,1783,Yes,0.5,no,8,0,14,0.6,183,8,11,910,1566,1816,12,7,7,no,0,yes,0
1713,1083,yes,1.4,YES,2,1,49,0.8,156,5,9,295,503,1338,16,8,5,yes,1,YES,0
1714,1698,no,2.8,no,10,1,7,0.8,131,8,12,26,508,2992,15,3,17,yes,1,No,0
1715,1969,no,0.8,YES,5,1,7,0.2,85,8,20,332,764,315,16,7,7,Yes,1,no,0
1716,869,no,1.9,no,0,0,2,0.6,197,7,3,519,533,3249,19,0,12,no,0,yes,0
1717,1337,Yes,2.7,yes,0,0,5,0.7,200,4,1,161,1029,3242,10,1,20,no,1,no,0
1718,637,Yes,0.8,yes,2,0,28,0.6,194,4,6,1080,1289,2725,15,10,7,not,0,no,0
1719,833,YES,0.6,yes,0,1,27,0.3,145,4,2,649,1290,586,19,8,19,Yes,0,YES,0
1720,1248,No,2.4,NO,6,1,9,0.4,89,3,8,71,1686,2454,9,8,13,yes,1,no,0
1721,1174,YES,0.9,No,7,0,30,1,147,4,20,744,1244,804,17,14,16,No,1,yes,0
1722,1831,yes,2.3,NO,3,1,44,0.2,148,7,14,437,1113,2460,10,5,18,yes,0,No,0
1723,1002,No,2.6,yes,7,0,27,0.1,146,1,10,115,1111,1295,18,15,17,yes,0,yes,0
1724,1010,yes,2,yes,2,1,8,0.9,139,5,3,547,957,2625,15,11,12,Yes,1,no,0
1725,1117,yes,0.5,yes,2,0,21,0.1,177,2,19,495,1035,1999,15,9,2,YES,0,has,0
1726,990,Yes,2.7,yes,3,0,15,0.9,153,2,7,1466,1717,2698,11,8,6,yes,0,no,0
1727,1564,no,1.4,Not,5,1,26,0.1,129,6,16,117,1115,3742,13,3,13,yes,1,No,1
1728,1065,Not,2.8,has,0,1,21,0.1,158,5,3,760,1722,1193,16,13,20,has,0,yes,0
1729,1982,no,1.1,No,12,0,24,0.1,129,7,16,764,1873,3511,16,14,15,yes,1,yes,1
1730,1607,Not,1.1,Yes,6,1,20,1,192,2,8,776,1005,885,11,1,14,yes,1,no,0
1731,1066,no,3,yes,6,1,5,0.5,167,5,7,53,1504,1044,8,7,11,yes,0,no,0
1732,681,Not,0.5,yes,12,1,17,0.9,194,5,19,371,1702,2548,6,1,5,yes,0,yes,0
1733,1163,has,2.1,yes,0,1,19,0.9,132,2,1,728,818,2940,13,0,15,Yes,0,yes,0
1734,1285,no,0.8,yes,4,1,11,0.8,199,5,7,1791,1896,3966,17,15,2,yes,1,Yes,1
1735,753,yes,0.5,NO,11,1,48,0.1,121,8,20,606,1316,3484,11,10,16,yes,0,no,1
1736,1779,yes,2.6,yes,2,0,5,0.8,90,1,3,1225,1717,1246,12,2,20,no,1,no,0
1737,987,yes,1.9,no,4,1,52,0.5,83,3,8,419,736,2757,17,12,15,Has,1,no,0
1738,511,no,0.9,Has,15,1,24,0.6,136,3,18,367,1264,2378,18,3,4,yes,0,NO,0
1739,1044,NO,1.8,no,4,1,12,0.7,104,6,5,1230,1263,1794,18,7,19,yes,1,yes,0
1740,1855,no,0.5,no,5,0,32,0.6,187,8,18,267,1161,3933,7,0,7,has,0,Has,1
1741,946,yes,1.4,no,9,0,26,0.1,186,6,10,273,891,1637,7,3,6,yes,0,Has,0
1742,657,has,1.9,yes,2,0,21,0.1,110,8,8,705,1905,783,6,1,11,yes,1,no,0
1743,1673,yes,1.6,No,2,0,42,0.5,182,5,6,214,679,3094,12,4,20,no,0,no,0
1744,731,Has,0.5,yes,0,1,28,0.5,130,8,0,424,1032,1774,12,8,10,Yes,0,no,0
1745,926,yes,0.8,not,6,1,59,0.8,161,7,14,84,793,256,18,7,2,yes,0,has,0
1746,1261,no,0.5,no,3,1,52,0.3,86,2,9,605,1429,1365,9,3,16,yes,0,yes,0
1747,618,Not,1.1,no,11,1,45,0.2,188,3,20,1175,1586,2339,19,2,10,yes,1,no,0
1748,936,Yes,2.3,not,5,1,57,0.2,129,2,6,657,938,2049,12,8,5,yes,1,no,0
1749,1485,yes,0.9,has,0,1,28,0.8,158,5,1,371,1023,3241,14,11,11,Has,1,no,1
1750,1339,yes,0.5,yes,10,1,21,0.5,80,4,11,833,1441,867,8,3,3,Yes,1,no,0
1751,508,yes,1.3,NO,1,0,50,0.7,82,5,9,102,1195,2175,14,4,14,no,0,yes,0
1752,1938,yes,0.5,yes,5,0,44,0.5,121,2,9,1299,1935,3497,18,10,18,NO,1,no,1
1753,995,no,1.3,yes,1,0,10,0.1,104,4,3,258,1889,609,11,3,5,Yes,0,yes,0
1754,1086,Has,1.7,yes,0,1,43,0.2,111,6,1,56,1150,3285,11,5,17,yes,1,NO,0
1755,1322,No,2.3,yes,1,1,35,0.1,157,1,3,443,708,3684,15,8,6,yes,0,no,1
1756,1864,no,1.9,yes,2,0,57,0.1,181,6,6,1279,1793,3586,19,9,8,no,0,Yes,1
1757,1944,yes,0.5,no,1,1,26,0.5,92,4,9,313,712,2322,19,8,7,yes,0,yes,0
1758,581,no,0.6,No,5,1,56,0.2,180,2,10,523,565,354,10,4,13,yes,1,yes,0
1759,1020,Has,0.7,yes,3,1,27,0.7,128,4,4,919,1482,3204,18,1,9,YES,0,yes,1
1760,1936,no,1.3,no,2,0,44,0.1,139,3,3,570,1021,1400,17,7,3,No,0,yes,0
1761,1329,yes,1.7,no,5,1,23,0.6,198,8,6,380,682,2308,11,10,9,Yes,1,not,0
1762,808,yes,0.5,yes,3,0,46,0.5,105,8,15,119,529,1082,15,5,10,has,0,yes,0
1763,994,no,1.2,yes,4,0,40,0.9,164,2,17,296,839,3104,17,7,11,No,0,NO,0
1764,1811,yes,2,no,3,1,22,0.2,82,2,8,358,614,2847,9,2,4,yes,0,yes,0
1765,765,yes,2.5,No,3,0,44,0.3,88,8,11,1364,1851,2256,6,1,19,No,1,yes,0
1766,993,yes,2.3,yes,0,0,16,0.4,106,7,13,424,1639,1113,14,1,6,not,0,has,0
1767,1136,yes,1.6,NO,15,0,32,0.5,150,6,19,961,1030,3210,10,3,8,yes,1,Has,1
1768,719,Has,0.5,Yes,0,1,23,0.4,113,6,9,431,1727,3990,14,9,12,yes,1,Yes,1
1769,733,YES,0.6,yes,0,0,63,0.3,105,7,10,950,1739,984,17,4,9,yes,0,Has,0
1770,1946,No,2.7,yes,8,0,8,0.3,123,8,19,647,1849,3117,6,0,2,Yes,0,no,1
1771,1230,Yes,1.6,no,0,1,48,0.7,111,7,2,1960,1963,1622,18,17,16,yes,1,yes,0
1772,1577,No,1,yes,0,1,64,0.1,105,3,7,116,1432,2967,7,3,7,yes,1,Yes,1
1773,1514,yes,1.4,No,3,1,12,0.6,138,3,4,306,538,1037,15,3,15,yes,0,yes,0
1774,579,yes,2.5,no,3,0,7,1,89,8,10,808,1517,2908,12,4,11,no,0,yes,0
1775,574,YES,3,No,1,1,30,0.9,126,2,3,94,1334,1167,5,3,19,yes,0,no,0
1776,1072,yes,2.2,yes,6,0,19,0.4,114,8,16,380,877,2715,15,9,16,No,1,no,0
1777,843,no,1.3,Yes,1,0,16,0.9,119,7,4,593,732,1734,17,8,14,not,0,Yes,0
1778,1492,yes,1.5,no,5,0,11,0.9,85,3,7,1684,1746,2259,14,12,19,no,1,yes,1
1779,1807,yes,2.9,no,0,0,16,0.2,125,3,0,1221,1415,2921,8,5,17,No,1,No,1
1780,909,yes,0.7,yes,7,0,47,0.1,146,3,9,410,1643,1244,14,10,16,no,1,NO,0
1781,1876,No,1.3,yes,9,1,64,1,98,3,19,600,1211,3132,17,0,2,yes,1,Has,1
1782,1436,yes,2.4,yes,3,1,23,0.3,106,5,4,189,1411,2488,8,4,8,yes,0,NO,0
1783,1251,no,0.5,yes,10,1,29,0.7,133,6,16,308,591,1052,11,9,11,Yes,0,Not,0
1784,636,no,0.5,No,8,1,28,0.9,152,2,15,148,742,2927,15,6,3,yes,0,No,0
1785,1354,YES,0.7,yes,3,1,26,0.5,136,4,6,297,918,2090,5,1,13,yes,1,no,0
1786,930,yes,0.5,yes,3,1,34,0.5,190,4,16,1050,1726,2131,7,2,6,yes,0,yes,0
1787,1830,YES,1,no,7,1,47,0.3,117,1,11,1191,1882,3362,13,10,11,YES,0,no,1
1788,1424,no,0.5,yes,16,1,23,0.6,80,4,18,1399,1663,1053,14,11,16,yes,1,yes,0
1789,583,yes,0.9,has,1,0,51,0.9,88,8,2,1658,1794,1799,16,9,7,no,1,No,0
1790,648,Has,0.5,yes,9,1,54,0.4,109,5,20,1153,1817,3124,5,0,13,yes,0,no,1
1791,1203,Yes,0.5,yes,0,1,11,0.9,109,2,12,35,510,1672,17,13,19,yes,1,no,0
1792,1777,not,2.2,yes,0,0,15,0.2,100,4,7,553,874,1552,10,8,10,Yes,1,no,0
1793,1299,yes,2.8,yes,0,0,64,0.5,83,6,6,46,908,1938,19,8,5,yes,0,Yes,0
1794,1494,no,1.9,no,2,1,47,0.4,129,2,9,207,1177,3202,13,1,14,Yes,0,no,1
1795,527,no,0.7,yes,4,0,53,0.9,128,1,11,67,1924,1302,13,7,13,no,0,no,0
1796,793,yes,2.8,yes,1,1,64,0.4,179,4,2,818,1006,2296,12,0,5,YES,1,NO,0
1797,873,yes,0.5,yes,6,0,8,0.6,152,7,9,1257,1411,575,15,8,7,yes,0,Yes,0
1798,722,NO,1.1,not,12,0,12,1,93,6,20,138,1371,2359,13,6,3,no,0,no,0
1799,1250,YES,1.5,no,14,1,20,0.4,167,5,18,11,1020,3314,6,5,6,has,1,YES,0
1800,1358,Not,1.7,no,0,0,60,0.6,147,3,1,889,1635,440,14,10,13,yes,0,No,0
1801,1035,yes,1.9,has,8,0,11,1,173,6,10,831,1709,2002,17,8,5,yes,1,not,0
1802,1289,no,0.8,has,3,1,16,0.9,161,6,17,713,1854,3167,14,8,20,Yes,1,no,1
1803,1445,no,2.2,has,2,0,37,0.4,82,2,6,527,1393,3480,17,16,17,yes,1,YES,1
1804,1702,yes,2.3,yes,12,1,47,0.6,107,2,19,1284,1643,595,10,0,19,has,0,yes,0
1805,534,no,0.5,yes,4,0,2,0.2,85,5,16,911,1220,2466,5,3,18,no,1,yes,0
1806,628,yes,1.8,no,5,0,60,0.2,87,6,6,1047,1534,1337,12,7,14,No,1,no,0
1807,713,no,1.4,yes,4,0,53,0.8,98,1,17,123,1477,1462,19,18,13,yes,0,yes,0
1808,1207,Not,0.5,No,0,0,58,0.3,112,8,0,406,681,503,7,3,5,yes,1,No,0
1809,683,yes,2.1,no,7,0,30,0.1,197,7,8,927,1135,2066,9,0,15,no,0,No,0
1810,594,yes,2.6,no,1,0,27,0.1,196,5,2,407,528,708,17,5,17,no,1,YES,0
1811,537,Yes,2,no,1,1,55,0.3,103,7,2,1041,1430,2029,10,5,12,YES,1,yes,0
1812,1565,yes,0.5,no,0,0,38,0.1,121,5,1,781,1364,308,19,17,7,yes,1,Yes,0
1813,1052,NO,0.9,NO,1,0,6,0.8,195,4,16,1191,1839,552,6,1,11,No,0,Yes,0
1814,713,No,1.6,no,4,1,63,0.7,89,2,8,103,1760,2082,15,10,12,yes,0,no,0
1815,1766,yes,0.5,yes,1,0,16,0.6,141,5,7,125,1227,3314,9,7,17,no,0,Yes,1
1816,584,has,1.7,yes,1,1,19,0.4,199,4,4,919,1343,3996,12,9,17,yes,1,yes,1
